



http://purl.uniprot.org/core/existence,"67457739"^^<http://www.w3.org/2001/XMLSchema#int>,"5"^^<http://www.w3.org/2001/XMLSchema#int>,"67457739"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0"^^<http://www.w3.org/2001/XMLSchema#float>,"1.3491547E7"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/host,"2882"^^<http://www.w3.org/2001/XMLSchema#int>,"964"^^<http://www.w3.org/2001/XMLSchema#int>,"6318"^^<http://www.w3.org/2001/XMLSchema#int>,"2.1922276"^^<http://www.w3.org/2001/XMLSchema#float>,"6.5539417"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/interaction,"16932"^^<http://www.w3.org/2001/XMLSchema#int>,"63092"^^<http://www.w3.org/2001/XMLSchema#int>,"63092"^^<http://www.w3.org/2001/XMLSchema#int>,"3.726199"^^<http://www.w3.org/2001/XMLSchema#float>,"1.0"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/isolatedFrom,"1776104"^^<http://www.w3.org/2001/XMLSchema#int>,"961768"^^<http://www.w3.org/2001/XMLSchema#int>,"1971963"^^<http://www.w3.org/2001/XMLSchema#int>,"1.1102746"^^<http://www.w3.org/2001/XMLSchema#float>,"2.050352"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/locatedIn,"8796344"^^<http://www.w3.org/2001/XMLSchema#int>,"142943"^^<http://www.w3.org/2001/XMLSchema#int>,"9339126"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0617054"^^<http://www.w3.org/2001/XMLSchema#float>,"65.33462"^^<http://www.w3.org/2001/XMLSchema#float>








p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/method,"120320"^^<http://www.w3.org/2001/XMLSchema#int>,"14"^^<http://www.w3.org/2001/XMLSchema#int>,"120322"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0000166"^^<http://www.w3.org/2001/XMLSchema#float>,"8594.429"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/modification,"39260"^^<http://www.w3.org/2001/XMLSchema#int>,"51120"^^<http://www.w3.org/2001/XMLSchema#int>,"59647"^^<http://www.w3.org/2001/XMLSchema#int>,"1.5192817"^^<http://www.w3.org/2001/XMLSchema#float>,"1.1668036"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/name,"1155634"^^<http://www.w3.org/2001/XMLSchema#int>,"83162"^^<http://www.w3.org/2001/XMLSchema#int>,"1227754"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0624073"^^<http://www.w3.org/2001/XMLSchema#float>,"14.763402"^^<http://www.w3.org/2001/XMLSchema#float>




p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/orientation,"4657"^^<http://www.w3.org/2001/XMLSchema#int>,"8"^^<http://www.w3.org/2001/XMLSchema#int>,"4657"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0"^^<http://www.w3.org/2001/XMLSchema#float>,"582.125"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/partOf,"313"^^<http://www.w3.org/2001/XMLSchema#int>,"140"^^<http://www.w3.org/2001/XMLSchema#int>,"366"^^<http://www.w3.org/2001/XMLSchema#int>,"1.169329"^^<http://www.w3.org/2001/XMLSchema#float>,"2.6142857"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/participant,"63092"^^<http://www.w3.org/2001/XMLSchema#int>,"18161"^^<http://www.w3.org/2001/XMLSchema#int>,"125043"^^<http://www.w3.org/2001/XMLSchema#int>,"1.9819154"^^<http://www.w3.org/2001/XMLSchema#float>,"6.8852487"^^<http://www.w3.org/2001/XMLSchema#float>




p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/rank,"1284818"^^<http://www.w3.org/2001/XMLSchema#int>,"28"^^<http://www.w3.org/2001/XMLSchema#int>,"1284818"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0"^^<http://www.w3.org/2001/XMLSchema#float>,"45886.355"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/recommendedName,"11542553"^^<http://www.w3.org/2001/XMLSchema#int>,"331919"^^<http://www.w3.org/2001/XMLSchema#int>,"11542553"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0"^^<http://www.w3.org/2001/XMLSchema#float>,"34.77521"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/relatedLocation,"238"^^<http://www.w3.org/2001/XMLSchema#int>,"46"^^<http://www.w3.org/2001/XMLSchema#int>,"316"^^<http://www.w3.org/2001/XMLSchema#int>,"1.3277311"^^<http://www.w3.org/2001/XMLSchema#float>,"6.869565"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/replacedBy,"468116"^^<http://www.w3.org/2001/XMLSchema#int>,"302263"^^<http://www.w3.org/2001/XMLSchema#int>,"492947"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0530446"^^<http://www.w3.org/2001/XMLSchema#float>,"1.6308546"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/replaces,"272005"^^<http://www.w3.org/2001/XMLSchema#int>,"426121"^^<http://www.w3.org/2001/XMLSchema#int>,"451001"^^<http://www.w3.org/2001/XMLSchema#int>,"1.6580614"^^<http://www.w3.org/2001/XMLSchema#float>,"1.0583872"^^<http://www.w3.org/2001/XMLSchema#float>


<!DOCTYPE HTML PUBLIC "-//IETF//DTD HTML 2.0//EN">
<html><head>
<title>302 Found</title>
</head><body>
<h1>Found</h1>
<p>The document has moved <a href="http://www.uniprot.org/502.html">here</a>.</p>
</body></html>


<!DOCTYPE HTML PUBLIC "-//IETF//DTD HTML 2.0//EN">
<html><head>
<title>302 Found</title>
</head><body>
<h1>Found</h1>
<p>The document has moved <a href="http://www.uniprot.org/502.html">here</a>.</p>
</body></html>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/sequence,"67666336"^^<http://www.w3.org/2001/XMLSchema#int>,"67503936"^^<http://www.w3.org/2001/XMLSchema#int>,"67749834"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0012339"^^<http://www.w3.org/2001/XMLSchema#float>,"1.0036427"^^<http://www.w3.org/2001/XMLSchema#float>




<!DOCTYPE HTML PUBLIC "-//IETF//DTD HTML 2.0//EN">
<html><head>
<title>302 Found</title>
</head><body>
<h1>Found</h1>
<p>The document has moved <a href="http://www.uniprot.org/502.html">here</a>.</p>
</body></html>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/status,"81"^^<http://www.w3.org/2001/XMLSchema#int>,"3"^^<http://www.w3.org/2001/XMLSchema#int>,"81"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0"^^<http://www.w3.org/2001/XMLSchema#float>,"27.0"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/strain,"61721"^^<http://www.w3.org/2001/XMLSchema#int>,"21750"^^<http://www.w3.org/2001/XMLSchema#int>,"68608"^^<http://www.w3.org/2001/XMLSchema#int>,"1.1115828"^^<http://www.w3.org/2001/XMLSchema#float>,"3.1543908"^^<http://www.w3.org/2001/XMLSchema#float>


<!DOCTYPE HTML PUBLIC "-//IETF//DTD HTML 2.0//EN">
<html><head>
<title>302 Found</title>
</head><body>
<h1>Found</h1>
<p>The document has moved <a href="http://www.uniprot.org/502.html">here</a>.</p>
</body></html>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/submittedName,"55921315"^^<http://www.w3.org/2001/XMLSchema#int>,"2285572"^^<http://www.w3.org/2001/XMLSchema#int>,"56603180"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0121933"^^<http://www.w3.org/2001/XMLSchema#float>,"24.765432"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/topology,"43216"^^<http://www.w3.org/2001/XMLSchema#int>,"11"^^<http://www.w3.org/2001/XMLSchema#int>,"43216"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0"^^<http://www.w3.org/2001/XMLSchema#float>,"3928.7273"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/transcribedFrom,"53228322"^^<http://www.w3.org/2001/XMLSchema#int>,"52311625"^^<http://www.w3.org/2001/XMLSchema#int>,"53310880"^^<http://www.w3.org/2001/XMLSchema#int>,"1.001551"^^<http://www.w3.org/2001/XMLSchema#float>,"1.019102"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/translatedFrom,"116909"^^<http://www.w3.org/2001/XMLSchema#int>,"116996"^^<http://www.w3.org/2001/XMLSchema#int>,"117033"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0010606"^^<http://www.w3.org/2001/XMLSchema#float>,"1.0003163"^^<http://www.w3.org/2001/XMLSchema#float>


p,s_count,o_count,t,card,inverseCard
http://purl.uniprot.org/core/translatedTo,"53228322"^^<http://www.w3.org/2001/XMLSchema#int>,"53228075"^^<http://www.w3.org/2001/XMLSchema#int>,"53228323"^^<http://www.w3.org/2001/XMLSchema#int>,"1.0000001"^^<http://www.w3.org/2001/XMLSchema#float>,"1.0000046"^^<http://www.w3.org/2001/XMLSchema#float>


